House_ID,Location,Bedrooms,Bathrooms,Balconies,Area_sqft,Furnishing,Parking,Age_of_Property,Floor,Total_Floors,House_Type,Price_INR
H0984,Pune,1,1,1,1860,Furnished,0,27,3,7,Independent House,13770292
H0985,Coimbatore,1,3,3,2884,Unfurnished,0,25,7,19,Villa,5918349
H0986,Bangalore,1,2,1,1608,Furnished,0,19,12,9,Apartment,12690751
H0987,Mumbai,1,1,3,818,Semi-Furnished,0,0,3,15,Independent House,3267588
H0988,Mumbai,1,2,0,2110,Unfurnished,2,15,4,19,Apartment,14265071
H0989,Bangalore,1,1,3,2559,Furnished,1,29,9,17,Apartment,10099469
H0990,Coimbatore,2,3,0,3108,Semi-Furnished,0,28,13,6,Apartment,4438493
H0991,Bangalore,4,3,1,1262,Semi-Furnished,1,22,4,17,Villa,5984045
H0992,Mumbai,5,2,3,3282,Semi-Furnished,0,23,3,8,Independent House,19915703
H0993,Bangalore,1,3,1,3815,Unfurnished,1,1,5,5,Independent House,16582712
H0994,Mumbai,2,4,3,1589,Unfurnished,1,6,7,8,Apartment,17745549
H0995,Mumbai,2,1,0,788,Semi-Furnished,0,5,5,11,Independent House,16114706
H0996,Pune,2,3,0,854,Unfurnished,0,4,4,19,Villa,2378269
H0997,Chennai,4,4,3,667,Furnished,1,28,8,18,Apartment,1549314
H0998,Mumbai,5,2,0,1215,Semi-Furnished,1,3,4,16,Villa,15101360
H0999,Coimbatore,4,4,1,2983,Semi-Furnished,1,1,2,7,Villa,24086349
H1000,Hyderabad,3,2,1,3318,Unfurnished,2,9,10,14,Independent House,14966793
H1001,Delhi,2,2,2,3468,Semi-Furnished,0,21,13,12,Independent House,13364437
H1002,Kolkata,3,1,0,1473,Furnished,2,4,14,10,Villa,15568419
H1003,Chennai,1,1,1,2947,Unfurnished,2,17,6,10,Independent House,13218858
H1004,Chennai,1,4,3,2225,Unfurnished,0,9,2,18,Villa,9033006
H1005,Chennai,4,1,0,956,Semi-Furnished,0,22,3,19,Villa,2929911
H1006,Pune,5,1,1,855,Semi-Furnished,2,21,1,5,Apartment,18606113
H1007,Mumbai,3,1,0,1607,Semi-Furnished,0,27,5,9,Villa,3894538
H1008,Pune,5,4,3,3000,Unfurnished,1,14,9,7,Villa,18645622
H1009,Mumbai,4,3,1,2355,Semi-Furnished,1,26,2,19,Independent House,13288604
H1010,Coimbatore,1,1,2,3171,Furnished,2,8,12,14,Apartment,12871998
H1011,Pune,5,1,2,3597,Semi-Furnished,2,10,7,19,Independent House,3958020
H1012,Pune,5,4,0,3403,Semi-Furnished,0,25,5,5,Apartment,3086444
H1013,Delhi,1,3,3,883,Unfurnished,0,20,2,12,Independent House,24551744
H1014,Hyderabad,3,1,1,3983,Semi-Furnished,2,24,8,11,Villa,5274150
H1015,Pune,1,2,3,698,Unfurnished,2,24,11,11,Apartment,6576703
H1016,Delhi,5,4,1,796,Semi-Furnished,1,28,13,16,Apartment,22043653
H1017,Bangalore,3,1,0,3129,Furnished,1,16,13,14,Apartment,4192787
H1018,Hyderabad,3,1,1,1477,Furnished,0,20,6,18,Apartment,19399947
H1019,Coimbatore,1,2,3,3897,Unfurnished,1,8,4,14,Independent House,6440172
H1020,Pune,5,2,3,2468,Unfurnished,0,22,13,14,Independent House,16586807
H1021,Kolkata,4,4,0,3262,Semi-Furnished,0,15,4,8,Apartment,10003135
H1022,Chennai,5,4,3,3265,Semi-Furnished,0,5,2,17,Apartment,24798154
H1023,Bangalore,2,2,1,1988,Furnished,1,21,3,19,Apartment,4322097
H1024,Bangalore,4,4,0,3015,Semi-Furnished,2,10,7,15,Independent House,16378575
H1025,Coimbatore,3,2,1,1169,Furnished,2,22,3,10,Apartment,20889921
H1026,Delhi,4,1,3,3237,Unfurnished,1,16,13,17,Apartment,2226272
H1027,Bangalore,3,2,0,3746,Semi-Furnished,2,3,5,13,Apartment,24067153
H1028,Hyderabad,3,2,1,1665,Unfurnished,0,28,10,19,Independent House,23980425
H1029,Pune,4,3,3,1021,Semi-Furnished,2,14,6,18,Villa,20583358
H1030,Pune,3,2,3,3483,Furnished,1,0,6,7,Villa,8862481
H1031,Kolkata,3,2,2,1804,Unfurnished,2,21,14,19,Independent House,1639648
H1032,Coimbatore,2,3,3,1144,Unfurnished,0,29,4,13,Villa,10327698
H1033,Chennai,5,4,1,670,Semi-Furnished,0,28,6,8,Apartment,19796207
H1034,Delhi,5,3,0,3776,Unfurnished,1,19,3,9,Apartment,13332825
H1035,Chennai,2,1,2,1823,Furnished,1,0,7,11,Independent House,17346566
H1036,Bangalore,4,3,3,3772,Unfurnished,1,8,7,10,Independent House,6081024
H1037,Coimbatore,1,1,3,1367,Unfurnished,0,11,4,14,Villa,23489462
H1038,Kolkata,1,4,3,2954,Semi-Furnished,2,3,2,12,Villa,2355860
H1039,Chennai,1,3,1,2306,Unfurnished,2,27,11,12,Apartment,6442312
H1040,Hyderabad,2,3,2,3024,Semi-Furnished,1,21,7,12,Independent House,5698625
H1041,Pune,2,4,1,1254,Semi-Furnished,2,12,3,7,Villa,6486512
H1042,Bangalore,3,1,2,3325,Unfurnished,2,6,1,19,Villa,4623544
H1043,Kolkata,1,3,0,3046,Furnished,1,7,2,18,Apartment,8069719
H1044,Chennai,4,1,1,2396,Semi-Furnished,1,27,10,14,Apartment,5331657
H1045,Delhi,4,3,1,820,Unfurnished,0,12,9,10,Apartment,7921534
H1046,Hyderabad,1,2,0,781,Semi-Furnished,0,10,12,11,Apartment,4291108
H1047,Hyderabad,1,3,2,906,Furnished,0,8,8,13,Villa,18592327
H1048,Chennai,1,4,3,3169,Furnished,0,24,14,14,Independent House,16147709
H1049,Pune,2,4,0,2019,Semi-Furnished,2,23,6,14,Independent House,5585572
H1050,Chennai,2,1,3,1613,Furnished,2,15,14,18,Apartment,22285099
H1051,Bangalore,2,3,3,2651,Unfurnished,0,9,6,16,Apartment,15317990
H1052,Chennai,5,1,0,3510,Unfurnished,0,10,14,19,Villa,8848227
H1053,Hyderabad,4,1,2,1447,Semi-Furnished,1,11,1,8,Apartment,15082513
H1054,Kolkata,4,2,3,1403,Furnished,2,27,2,9,Independent House,12764745
H1055,Chennai,3,2,0,3952,Unfurnished,2,13,4,12,Apartment,20068986
H1056,Pune,2,4,1,814,Unfurnished,0,18,3,5,Independent House,24606922
H1057,Coimbatore,5,1,1,3619,Unfurnished,2,11,14,16,Apartment,2282129
H1058,Kolkata,5,4,1,2043,Semi-Furnished,1,17,1,10,Apartment,10822188
H1059,Delhi,4,3,0,700,Semi-Furnished,1,20,8,19,Independent House,9691187
H1060,Mumbai,2,1,1,3610,Unfurnished,2,16,7,8,Villa,8359186
H1061,Chennai,3,1,3,1172,Unfurnished,0,2,4,9,Villa,19855472
H1062,Pune,2,3,1,1932,Furnished,2,0,12,15,Apartment,9348225
H1063,Kolkata,1,3,1,1257,Furnished,1,28,12,9,Apartment,19842690
H1064,Pune,2,4,3,3586,Furnished,0,18,9,6,Independent House,15813954
H1065,Delhi,1,4,1,2133,Semi-Furnished,2,28,11,12,Independent House,21896005
H1066,Hyderabad,1,3,3,3734,Unfurnished,0,3,14,19,Apartment,16836117
H1067,Pune,3,4,1,2256,Semi-Furnished,0,22,4,6,Independent House,2123761
H1068,Kolkata,4,3,3,825,Unfurnished,1,27,1,8,Villa,14011661
H1069,Pune,2,1,1,704,Furnished,0,15,10,16,Villa,20841743
H1070,Pune,1,1,3,2597,Furnished,2,11,1,17,Independent House,17734016
H1071,Pune,2,2,0,1371,Furnished,0,20,1,9,Independent House,16977848
H1072,Bangalore,4,1,3,3926,Furnished,0,20,1,18,Independent House,23130192
H1073,Bangalore,4,3,1,1028,Unfurnished,2,12,4,5,Villa,4953705
H1074,Hyderabad,5,4,1,1033,Furnished,1,16,1,10,Apartment,7271486
H1075,Chennai,4,2,2,1830,Unfurnished,1,7,2,6,Independent House,13670987
H1076,Pune,3,4,3,3699,Unfurnished,2,12,4,18,Independent House,3959288
H1077,Delhi,1,3,0,3329,Semi-Furnished,2,19,7,9,Independent House,18081075
H1078,Chennai,5,1,3,3235,Furnished,1,25,2,19,Apartment,7949720
H1079,Delhi,3,2,3,3740,Furnished,0,4,8,10,Independent House,20220065
H1080,Chennai,2,3,0,1465,Semi-Furnished,2,17,13,15,Independent House,2649302
H1081,Hyderabad,1,2,3,3393,Unfurnished,0,14,7,12,Villa,7880655
H1082,Pune,4,2,0,3838,Furnished,2,11,9,13,Independent House,18242926
H1083,Pune,1,1,0,3511,Unfurnished,1,28,14,17,Villa,3978491
H1084,Mumbai,2,3,3,3015,Semi-Furnished,0,16,6,19,Apartment,19307628
H1085,Delhi,5,4,3,850,Unfurnished,0,24,4,16,Independent House,18445777
H1086,Chennai,5,2,1,3506,Furnished,2,14,6,10,Independent House,21674075
H1087,Chennai,5,2,1,1455,Unfurnished,0,1,4,9,Villa,15501139
H1088,Coimbatore,4,4,2,1793,Unfurnished,2,5,7,16,Apartment,16089301
H1089,Coimbatore,3,3,2,3761,Furnished,1,16,9,8,Apartment,11831789
H1090,Bangalore,3,2,3,1160,Furnished,0,15,3,6,Villa,6246865
H1091,Mumbai,1,2,0,2069,Unfurnished,2,16,3,6,Apartment,17931553
H1092,Kolkata,4,2,2,2941,Unfurnished,0,24,2,11,Apartment,6248065
H1093,Coimbatore,5,3,3,1518,Semi-Furnished,2,19,1,9,Apartment,18862914
H1094,Kolkata,5,3,2,1773,Furnished,2,8,14,11,Apartment,17881464
H1095,Bangalore,2,4,0,3803,Unfurnished,2,26,1,17,Apartment,6101199
H1096,Bangalore,2,3,3,1032,Furnished,1,4,13,15,Apartment,22826645
H1097,Bangalore,5,3,0,2706,Semi-Furnished,0,22,3,5,Apartment,24613982
H1098,Delhi,5,1,3,1568,Unfurnished,1,0,14,5,Apartment,22030638
H1099,Delhi,4,4,2,1435,Unfurnished,2,5,7,9,Independent House,14274667
H1100,Hyderabad,3,2,1,2846,Unfurnished,2,23,11,6,Villa,7117789
H1101,Hyderabad,2,3,2,2862,Furnished,1,13,9,12,Apartment,10966617
H1102,Bangalore,3,2,2,1497,Semi-Furnished,1,16,14,18,Villa,24332461
H1103,Mumbai,4,2,1,1071,Furnished,0,24,2,19,Apartment,23434044
H1104,Chennai,5,1,1,846,Unfurnished,2,18,7,7,Apartment,11651279
H1105,Delhi,3,3,3,3029,Semi-Furnished,1,0,1,5,Independent House,12650890
H1106,Mumbai,5,4,3,1590,Unfurnished,2,0,2,17,Villa,20705797
H1107,Pune,5,3,0,3910,Unfurnished,2,12,6,6,Villa,6122791
H1108,Delhi,1,2,0,1526,Furnished,0,13,11,14,Independent House,11141647
H1109,Delhi,3,4,2,1791,Unfurnished,0,26,5,14,Independent House,7640994
H1110,Hyderabad,3,3,1,3207,Semi-Furnished,0,5,8,11,Villa,16945057
H1111,Chennai,5,2,0,1674,Unfurnished,1,26,12,10,Apartment,1523439
H1112,Chennai,4,2,2,2434,Unfurnished,2,5,11,16,Apartment,11295154
H1113,Coimbatore,1,1,1,1288,Furnished,1,0,2,12,Villa,12390077
H1114,Kolkata,5,1,3,3027,Semi-Furnished,1,29,1,11,Apartment,14820591
H1115,Kolkata,2,1,2,3121,Furnished,0,13,7,18,Independent House,19763925
H1116,Kolkata,2,2,3,3751,Unfurnished,2,2,6,14,Independent House,22826009
H1117,Kolkata,1,3,0,3344,Furnished,2,22,8,17,Independent House,6593659
H1118,Pune,4,1,0,2084,Furnished,0,9,11,12,Villa,23341411
H1119,Pune,5,3,1,3558,Furnished,2,18,13,7,Villa,18521577
H1120,Delhi,3,1,2,1559,Furnished,0,18,14,10,Villa,14818834
H1121,Bangalore,1,4,3,1077,Unfurnished,1,18,8,17,Apartment,19760204
H1122,Hyderabad,4,4,1,3651,Unfurnished,1,27,2,11,Villa,19183246
H1123,Hyderabad,3,1,0,3573,Semi-Furnished,0,22,14,19,Villa,17118461
H1124,Kolkata,2,2,0,1306,Furnished,1,3,8,14,Independent House,23345923
H1125,Delhi,2,1,2,3885,Furnished,1,19,6,15,Apartment,22920040
H1126,Coimbatore,3,1,3,3501,Semi-Furnished,0,18,9,5,Apartment,22967164
H1127,Mumbai,1,2,2,1737,Furnished,1,9,12,5,Independent House,24994287
H1128,Bangalore,2,4,3,3664,Semi-Furnished,2,26,7,11,Apartment,5457396
H1129,Delhi,5,3,3,1353,Unfurnished,1,24,2,17,Villa,24006047
H1130,Bangalore,3,1,2,3150,Semi-Furnished,0,1,8,15,Apartment,20067022
H1131,Bangalore,3,2,1,2259,Furnished,2,3,9,17,Independent House,9969178
H1132,Bangalore,2,1,2,3464,Semi-Furnished,2,23,7,7,Apartment,17849549
H1133,Delhi,1,2,2,1187,Unfurnished,1,5,4,7,Independent House,16498645
H1134,Kolkata,5,3,0,1934,Furnished,2,29,9,19,Villa,5426427
H1135,Hyderabad,1,3,0,2092,Unfurnished,0,6,4,9,Villa,2452573
H1136,Hyderabad,4,4,2,2447,Unfurnished,2,15,12,19,Independent House,20054398
H1137,Kolkata,4,2,2,3355,Semi-Furnished,1,28,4,15,Villa,18971136
H1138,Bangalore,2,2,0,3715,Unfurnished,1,6,9,10,Villa,7194166
H1139,Mumbai,2,4,3,3917,Furnished,2,17,14,6,Apartment,1935643
H1140,Chennai,2,4,2,3755,Unfurnished,0,19,8,7,Villa,21286408
H1141,Delhi,4,2,1,806,Unfurnished,0,25,4,10,Independent House,4575152
H1142,Chennai,1,4,1,2798,Semi-Furnished,1,25,14,7,Villa,23068560
H1143,Coimbatore,1,3,1,3315,Unfurnished,1,21,8,18,Apartment,9048352
H1144,Kolkata,2,1,2,3175,Semi-Furnished,0,18,8,9,Independent House,10255055
H1145,Mumbai,5,3,3,764,Semi-Furnished,2,8,7,13,Villa,6901882
H1146,Delhi,1,4,3,3564,Furnished,2,28,10,16,Villa,16145720
H1147,Kolkata,4,2,0,2598,Furnished,2,19,13,7,Villa,20235519
H1148,Bangalore,3,2,2,3816,Furnished,2,9,6,16,Independent House,12730162
H1149,Hyderabad,3,3,3,3657,Furnished,0,12,8,15,Apartment,11314615
H1150,Chennai,3,2,2,2684,Semi-Furnished,1,17,7,17,Independent House,14876632
H1151,Pune,5,4,0,932,Unfurnished,1,15,5,17,Independent House,21532514
H1152,Pune,2,3,0,1002,Furnished,2,21,12,10,Apartment,14964891
H1153,Mumbai,4,2,0,1013,Furnished,0,16,13,15,Independent House,14605611
H1154,Bangalore,5,1,1,644,Furnished,0,21,13,9,Independent House,19931202
H1155,Coimbatore,4,1,2,2853,Unfurnished,2,12,4,9,Villa,17945518
H1156,Chennai,4,4,0,661,Furnished,2,11,14,15,Independent House,14991953
H1157,Bangalore,2,2,2,3067,Unfurnished,2,9,12,18,Villa,22604159
H1158,Chennai,3,4,1,1467,Semi-Furnished,1,0,2,18,Independent House,10460774
H1159,Mumbai,2,3,1,2091,Semi-Furnished,2,29,11,10,Villa,20423218
H1160,Mumbai,5,1,0,3467,Semi-Furnished,1,7,8,10,Villa,4515750
H1161,Coimbatore,5,3,0,618,Unfurnished,0,20,9,5,Villa,13899812
H1162,Pune,5,2,3,964,Furnished,0,21,4,15,Apartment,17273753
H1163,Bangalore,2,4,2,3971,Furnished,1,17,4,19,Independent House,1558791
H1164,Delhi,4,4,0,3678,Furnished,1,1,5,13,Independent House,14879028
H1165,Pune,4,4,3,3075,Furnished,1,15,2,9,Independent House,12864975
H1166,Bangalore,1,3,2,1740,Furnished,1,11,7,5,Apartment,9709842
H1167,Pune,5,1,0,1179,Unfurnished,2,8,5,12,Villa,1639118
H1168,Delhi,4,3,3,1145,Semi-Furnished,0,2,6,11,Independent House,8768516
H1169,Hyderabad,1,3,3,2329,Furnished,2,21,4,11,Apartment,24222262
H1170,Hyderabad,4,2,2,2972,Semi-Furnished,1,25,8,19,Apartment,24832170
H1171,Coimbatore,5,2,3,654,Unfurnished,2,20,8,18,Independent House,4226217
H1172,Hyderabad,3,2,2,1377,Unfurnished,2,29,12,9,Villa,24139736
H1173,Hyderabad,5,1,2,3639,Furnished,0,27,5,5,Apartment,12239924
H1174,Kolkata,2,1,2,641,Unfurnished,2,3,12,13,Independent House,20747610
H1175,Chennai,4,2,1,1920,Semi-Furnished,0,25,6,15,Villa,18866568
H1176,Kolkata,4,2,3,830,Furnished,1,1,3,13,Apartment,11256512
H1177,Kolkata,2,1,2,1052,Furnished,2,7,1,12,Apartment,9916032
H1178,Coimbatore,2,4,0,3041,Semi-Furnished,1,9,9,9,Independent House,8526855
H1179,Kolkata,3,1,1,2145,Furnished,0,15,9,18,Independent House,5304130
H1180,Hyderabad,4,1,1,1981,Furnished,1,22,3,7,Villa,8804737
H1181,Delhi,4,1,3,2067,Semi-Furnished,1,10,4,12,Independent House,5144221
H1182,Coimbatore,3,2,2,1751,Furnished,0,17,13,5,Independent House,14352195
H1183,Coimbatore,1,4,3,3338,Furnished,1,21,7,7,Villa,10161978
H1184,Mumbai,3,1,1,3039,Semi-Furnished,1,13,2,16,Independent House,9207410
H1185,Coimbatore,5,2,2,1816,Unfurnished,1,7,12,15,Villa,22945034
H1186,Mumbai,4,3,0,3251,Semi-Furnished,2,22,3,11,Villa,14428708
H1187,Coimbatore,2,3,2,1480,Furnished,1,14,6,18,Villa,2540062
H1188,Chennai,5,1,1,3749,Semi-Furnished,0,16,11,19,Independent House,6289239
H1189,Hyderabad,4,3,0,684,Furnished,2,20,8,8,Villa,22015849
H1190,Coimbatore,3,4,2,1653,Furnished,2,17,1,11,Independent House,10049495
H1191,Hyderabad,5,3,0,648,Semi-Furnished,0,5,4,16,Villa,18153946
H1192,Hyderabad,4,3,0,1768,Furnished,1,22,1,15,Independent House,23169110
H1193,Pune,1,4,1,668,Unfurnished,2,29,2,17,Villa,15122631
H1194,Coimbatore,1,1,0,3729,Furnished,2,13,8,18,Apartment,3317820
H1195,Bangalore,2,1,3,3344,Semi-Furnished,2,22,6,9,Apartment,9549412
H1196,Pune,4,4,1,3126,Unfurnished,1,2,9,10,Apartment,24969882
H1197,Bangalore,1,4,3,3467,Unfurnished,2,6,2,18,Villa,5173547
H1198,Hyderabad,3,4,0,3967,Furnished,0,14,3,11,Independent House,24184799
H1199,Hyderabad,4,3,3,2301,Semi-Furnished,1,20,9,19,Villa,10642988
H1200,Pune,3,4,2,3842,Furnished,0,23,9,17,Villa,6618037
H1201,Pune,3,2,0,2198,Furnished,0,27,13,14,Villa,21122030
H1202,Bangalore,1,3,2,2794,Semi-Furnished,2,15,6,16,Villa,11019308
H1203,Mumbai,4,1,3,3977,Semi-Furnished,2,15,14,11,Independent House,12467680
H1204,Bangalore,5,1,2,2469,Furnished,2,7,3,11,Villa,19034974
H1205,Pune,1,1,0,1615,Unfurnished,0,6,5,11,Apartment,17447114
H1206,Delhi,1,3,2,3256,Furnished,1,5,2,15,Apartment,11975116
H1207,Pune,4,2,3,1045,Unfurnished,2,1,7,17,Apartment,19204244
H1208,Delhi,4,4,3,2868,Furnished,2,21,10,17,Villa,3328864
H1209,Chennai,3,4,3,2001,Semi-Furnished,0,12,11,11,Independent House,5782378
H1210,Pune,4,1,0,3937,Unfurnished,1,11,8,7,Independent House,11045529
H1211,Chennai,3,1,3,2742,Semi-Furnished,0,14,6,19,Independent House,3004895
H1212,Mumbai,1,3,0,861,Semi-Furnished,2,26,8,16,Villa,6797083
H1213,Bangalore,2,2,2,2448,Semi-Furnished,0,8,2,7,Independent House,24060299
H1214,Delhi,5,4,3,1496,Semi-Furnished,2,1,3,11,Apartment,5662974
H1215,Bangalore,1,3,2,1694,Semi-Furnished,1,16,7,18,Independent House,9810774
H1216,Chennai,4,4,1,2866,Furnished,0,26,10,6,Villa,21903207
H1217,Delhi,5,1,2,2156,Unfurnished,2,28,12,18,Villa,16558948
H1218,Bangalore,2,4,1,691,Furnished,2,4,1,6,Independent House,3719369
H1219,Pune,2,2,2,726,Furnished,2,10,7,7,Villa,22617621
H1220,Hyderabad,3,2,0,679,Furnished,2,21,6,18,Independent House,14136432
H1221,Chennai,5,1,2,2447,Semi-Furnished,0,18,8,8,Independent House,7944489
H1222,Bangalore,3,2,0,3909,Furnished,2,23,7,10,Apartment,10832947
H1223,Chennai,1,2,0,1582,Unfurnished,0,6,4,17,Villa,15028141
H1224,Kolkata,5,3,3,1515,Furnished,2,1,3,12,Apartment,12797549
H1225,Chennai,1,4,0,3133,Semi-Furnished,0,15,3,14,Villa,14215228
H1226,Delhi,3,1,1,1293,Unfurnished,0,11,4,14,Independent House,18345168
H1227,Kolkata,5,1,3,624,Unfurnished,2,22,9,11,Villa,17276701
H1228,Coimbatore,3,1,3,755,Unfurnished,2,14,9,8,Independent House,14875834
H1229,Delhi,5,1,2,3279,Unfurnished,2,0,13,6,Villa,7259951
H1230,Hyderabad,3,1,0,2412,Furnished,2,24,2,6,Apartment,22024451
H1231,Kolkata,2,2,0,2153,Semi-Furnished,1,12,5,19,Apartment,13826607
H1232,Coimbatore,3,3,1,2566,Unfurnished,2,22,1,8,Independent House,6767872
H1233,Pune,2,1,2,2333,Unfurnished,2,5,4,10,Apartment,7380322
H1234,Chennai,3,3,2,1680,Semi-Furnished,2,12,2,7,Independent House,14337078
H1235,Bangalore,5,3,3,2228,Furnished,0,17,8,10,Independent House,20550378
H1236,Mumbai,5,2,3,618,Unfurnished,2,2,4,9,Independent House,10850847
H1237,Chennai,5,1,3,2007,Furnished,0,0,5,9,Villa,15759089
H1238,Coimbatore,4,2,1,1816,Furnished,0,14,11,6,Independent House,17931080
H1239,Chennai,1,1,1,2884,Furnished,0,25,4,12,Apartment,22467851
H1240,Hyderabad,5,2,3,2010,Furnished,0,12,5,9,Villa,18482748
H1241,Pune,2,3,2,876,Unfurnished,1,4,5,15,Apartment,6344218
H1242,Mumbai,5,1,1,3898,Unfurnished,2,24,5,6,Independent House,24519057
H1243,Kolkata,4,4,2,1344,Furnished,0,12,11,11,Independent House,7553572
H1244,Kolkata,2,3,2,1151,Furnished,2,21,3,17,Apartment,8506423
H1245,Kolkata,4,4,0,3994,Semi-Furnished,0,4,7,19,Villa,10999036
H1246,Coimbatore,2,3,3,1776,Semi-Furnished,1,27,3,13,Apartment,1977563
H1247,Delhi,3,2,0,1238,Semi-Furnished,0,18,2,13,Independent House,10060871
H1248,Delhi,1,1,3,836,Unfurnished,2,20,3,5,Villa,4522488
H1249,Bangalore,1,3,3,1597,Semi-Furnished,2,23,11,11,Independent House,22984799
H1250,Mumbai,4,2,2,2702,Unfurnished,1,27,3,13,Independent House,18982130
H1251,Kolkata,1,1,3,2603,Unfurnished,2,17,8,10,Apartment,21118215
H1252,Delhi,4,1,2,2059,Unfurnished,2,20,4,5,Independent House,6010465
H1253,Coimbatore,4,3,2,3331,Unfurnished,0,21,3,6,Apartment,19776306
H1254,Bangalore,4,1,3,2756,Semi-Furnished,2,9,10,8,Villa,22916125
H1255,Pune,1,3,2,1807,Furnished,0,23,5,18,Independent House,19005882
H1256,Bangalore,4,1,2,1991,Furnished,1,7,4,8,Independent House,13509644
H1257,Delhi,1,4,2,2606,Furnished,2,14,9,6,Villa,10493526
H1258,Hyderabad,4,2,1,1821,Semi-Furnished,0,20,8,12,Apartment,10879583
H1259,Coimbatore,5,4,2,1994,Furnished,2,24,11,6,Independent House,24243667
H1260,Hyderabad,4,3,1,972,Semi-Furnished,0,19,7,7,Villa,22071362
H1261,Kolkata,2,4,1,3620,Semi-Furnished,1,27,8,18,Independent House,6885192
H1262,Hyderabad,4,3,2,2120,Semi-Furnished,0,24,13,8,Apartment,20308388
H1263,Kolkata,3,1,2,2848,Furnished,2,26,5,13,Apartment,4059909
H1264,Kolkata,4,1,1,1448,Furnished,0,22,4,14,Apartment,10601949
H1265,Delhi,2,3,1,3156,Furnished,2,21,7,5,Apartment,19212052
H1266,Hyderabad,2,4,2,1945,Unfurnished,1,3,1,12,Villa,16337972
H1267,Kolkata,1,1,2,2922,Semi-Furnished,0,1,6,16,Independent House,20650900
H1268,Mumbai,5,2,3,2858,Unfurnished,2,23,8,19,Villa,8035791
H1269,Pune,4,1,1,1103,Semi-Furnished,2,5,7,18,Apartment,10414590
H1270,Bangalore,1,2,1,3789,Furnished,2,27,2,9,Apartment,6870607
H1271,Bangalore,5,4,3,1302,Semi-Furnished,0,2,14,11,Apartment,10892789
H1272,Delhi,4,2,1,2689,Semi-Furnished,0,6,13,12,Apartment,5520362
H1273,Hyderabad,3,2,0,914,Unfurnished,0,9,14,19,Independent House,19849680
H1274,Hyderabad,4,2,1,3435,Semi-Furnished,1,22,7,9,Apartment,17540078
H1275,Kolkata,2,2,3,2976,Furnished,2,5,13,12,Independent House,12548817
H1276,Coimbatore,2,1,0,1640,Semi-Furnished,2,15,6,14,Apartment,6126940
H1277,Chennai,3,2,2,882,Semi-Furnished,1,1,13,15,Independent House,15506921
H1278,Kolkata,1,1,3,3590,Semi-Furnished,1,23,5,12,Independent House,8942917
H1279,Pune,5,2,3,857,Unfurnished,0,16,4,13,Apartment,24082239
H1280,Mumbai,4,3,2,1174,Semi-Furnished,0,12,1,6,Villa,17885460
H1281,Bangalore,2,4,3,1173,Semi-Furnished,0,0,13,7,Villa,4169086
H1282,Kolkata,1,2,1,3259,Unfurnished,0,5,2,5,Villa,21857412
H1283,Chennai,3,3,2,1642,Unfurnished,0,4,7,8,Villa,16294011
H1284,Chennai,2,2,3,2152,Unfurnished,0,24,10,19,Villa,11996670
H1285,Kolkata,3,2,2,3484,Unfurnished,1,12,3,19,Apartment,4081517
H1286,Delhi,4,2,2,1022,Furnished,1,27,5,9,Apartment,9599542
H1287,Bangalore,5,3,2,2089,Furnished,1,22,8,15,Apartment,16974959
H1288,Delhi,2,4,0,1996,Semi-Furnished,2,17,13,5,Apartment,6352033
H1289,Mumbai,2,3,3,1357,Furnished,2,28,13,12,Apartment,17647237
H1290,Chennai,4,4,0,3410,Semi-Furnished,0,11,8,6,Apartment,23370248
H1291,Chennai,1,2,3,1704,Furnished,1,6,6,5,Independent House,17721042
H1292,Pune,5,1,1,2174,Unfurnished,2,14,5,6,Independent House,5693319
H1293,Mumbai,2,2,1,3071,Unfurnished,2,2,13,19,Apartment,12273311
H1294,Chennai,5,4,1,1028,Furnished,1,15,2,17,Apartment,21589955
H1295,Mumbai,2,3,3,2621,Furnished,2,0,9,9,Independent House,15067992
H1296,Bangalore,5,2,2,803,Semi-Furnished,2,26,1,13,Independent House,11196337
H1297,Hyderabad,3,3,2,2843,Semi-Furnished,1,15,11,13,Apartment,11356570
H1298,Chennai,2,3,0,3375,Semi-Furnished,2,23,2,6,Independent House,6290500
H1299,Pune,5,3,0,2932,Unfurnished,1,29,13,6,Villa,24693178
H1300,Bangalore,1,2,1,2592,Unfurnished,2,11,1,7,Villa,16464577
H1301,Kolkata,3,3,0,2843,Unfurnished,1,18,12,11,Villa,16220797
H1302,Mumbai,3,3,3,906,Unfurnished,2,26,4,15,Independent House,20199460
H1303,Kolkata,1,2,3,2287,Semi-Furnished,2,7,4,7,Apartment,4359281
H1304,Delhi,5,3,0,613,Unfurnished,1,22,5,5,Apartment,16836013
H1305,Bangalore,4,2,0,2460,Unfurnished,2,11,5,18,Apartment,4469137
H1306,Kolkata,1,4,0,3817,Unfurnished,1,14,8,18,Independent House,6433574
H1307,Coimbatore,5,4,0,2561,Unfurnished,1,1,11,18,Independent House,11287763
H1308,Coimbatore,1,4,1,1680,Furnished,2,28,11,10,Villa,2597584
H1309,Chennai,1,3,1,1322,Semi-Furnished,0,29,3,7,Independent House,16051858
H1310,Mumbai,2,1,0,1379,Semi-Furnished,2,29,6,5,Villa,4960762
H1311,Hyderabad,5,1,3,1833,Unfurnished,0,16,12,18,Villa,10266011
H1312,Bangalore,4,3,1,1128,Furnished,0,6,13,17,Apartment,19772382
